rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,approximate_coordinates,adv_description,link
5 000 zł,800 zł/miesiąc,"ul. Kaliny Jędrusik, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",47 m²,2,2,apartamentowiec,balkon,do zamieszkania,biuro nieruchomości,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,klimatyzacja,52.256687,20.964648,False,"Na wynajem dwustronne mieszkanie w przepięknym klimacie!
Apartament zlokalizowany na Żoliborzu Artystycznym ul. Kaliny Jedrusik.
Dostępne od zaraz!
Układ pomieszczeń:
- salon z wyjściem na balkon
- sypialnia z drugim balkonem
- garderoba
- łazienka z oknem oraz prysznicem
- przedpokój.
Kuchnia wyposażona w cały potrzebny sprzęt AGD najwyżej jakości. Mieszkanie w wysokim standardzie. Zamontowana klimatyzacja. Dwustronne, bardzo jasne mieszkanie. Zlokalizowane na 2 piętrze.
Osiedle zamykane, chronione oraz monitorowane. Bardzo spokojna, zielona, bezpieczna oraz pożądana okolica Żoliborza. W najbliżej okolicy, sklepy, piekarnie, restauracje, lasek na Kole, centrum handlowe Arkadia ok 1km. Inwestycja zrealizowana przez Dom Development.
Miejsce garażowe można wynająć we własnym zakresie w budynku.
Cena: 5000 zł czynsz najmu + 800 zł opłaty administracyjne i media + prąd według wskazań licznika.
Kaucja w wysokości 9000 zł. Bez wymogu podpisywania najmu okazjonalnego!
Zapraszam do umówienia się na prezentacje!
We speak English, so don't hestitate to contact us if you have any questions.
Zapraszam do kontaktu.
Julia Urbańska
+48793731004
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 6w6 par. 1 Kodeksu Cywilnego.",https://www.otodom.pl/pl/oferta/apartament-2-balkony-garderoba-zoliborz-artystycz-ID4pKuT
4 800 zł,600 zł/miesiąc,"Młynów, Śródmieście Północne, Śródmieście, Warszawa, mazowieckie","79,12 m²",3,4/5,kamienica,,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",nie,,2013,,52.23614,21.00817,False,"3 pokojowe mieszkanie do wynajęcia po całkowitym remoncie, w pełni umeblowana kuchnia i łazienka wraz z pralka i suszarką, duże okna, mieszkanie bardzo słoneczne dwustronne, 150 metrów od stacji Płocka, możliwość dodatkowego wynajęcia garażu, budynek cichy w zieleni, obok żłobek szkoła szpital wideofony monitoring w budynku i wokół niego",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-obok-stacji-metra-plocka-ID4pKuM
3 000 zł,440 zł/miesiąc,"Nowodwory, Białołęka, Warszawa, mazowieckie",45 m²,2,1/5,blok,"balkon, taras",do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,2022,,52.347132,20.942228,True,"Dzień dobry
Do wynajęcia mieszkanie na Warszawskiej Białołęce ul. Aluzyjna na pierwszym piętrze. Nowy blok z 2022r. Mieszkanie składa się z:
-salonu z aneksem kuchennym ( zmywarka, płyta indukcyjna, piekarnik, lodówka, okap, stół, krzesła, rozkładany narożnik)
-przedpokoju z dużą szafą wnękową
-dużej łazienki z zabudowaną pralką
- sypialni 15m2 w której znajduje się duże łóżko 160x200 z bardzo wygodnym materacem, biurko i duża szafa.
- tarasu 10 m2
Cena to 3000 zł + ok 440 zł czynszu + ok. 100 zł/mc prąd.
Kaucja zwrotna w wysokości 3500 zł. Umowa najmu okazjonalnego.
Mieszkanie dostępne od zaraz.  
kontakt: 
Adam 531-735-547",https://www.otodom.pl/pl/oferta/2pokoje-mieszkanie-45m-na-bialolece-ID4pKus
4 400 zł,,"ul. Włodarzewska, Szczęśliwice, Ochota, Warszawa, mazowieckie","60,8 m²",3,1/3,apartamentowiec,balkon,do zamieszkania,biuro nieruchomości,,meble,nie,garaż/miejsce parkingowe,2003,,52.201203,20.956686,False,"Mieszkanie trzypokojowe na Ochocie Szczęśliwice. Dwa oddzielne pokoje a trzeci salon otwarty na kuchnie. Pokoje 13 m2, 14,5 m2 , salon 23 m2. na podłodze parkiet. Mieszkanie umeblowane., zadbane, czyste. Garaż - box zamykany z drzwiami garażowymi. Jest też miejsce postojowe przy budynku z własnym numerem - dodatkowa opłata 200 zł (jeśli ktoś będzie sobie życzył). Osiedle zamknięte i strzeżone.
W pobliżu jezioro i ładny park. Komunikacja - autobus - 208 do hali Banacha.
Na życzenie właściciela proponowana Umowa najmu okazjonalna.
Prezentowane przez Bracia Strzelczyk Sp. z o. o oferty nie są ofertami w rozumieniu Kodeksu Cywilnego, lecz mają charakter informacyjny.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",https://www.otodom.pl/pl/oferta/mieszkanie-60-80-m-warszawa-ID4pKun
4 000 zł,707 zł/miesiąc,"ul. Nowolipki, Nowolipki, Wola, Warszawa, mazowieckie",52 m²,2,1/5,,,,biuro nieruchomości,,,nie,,,piwnica,52.24159,20.98449,False,"We talk PL | EN | RUS

 
Polski:

Przedstawiamy Państwu mieszkanie, które przeszło gruntowny remont w ubiegłym roku. Prace były prowadzone z myślą o indywidualnych potrzebach. Lokalizacja zapewnia oddzielenie od ruchliwych ulic, dzięki ułożeniu bloków i obecności zieleni. Mimo to, mieszkanie jest jasne i przestronne.

W salonie i sypialni zachowano oryginalny parkiet. Do mieszkania przynależy również komórka w piwnicy. Podstawowe urządzenia AGD są dostępne, w tym zmywarka, pralka, lodówka, piekarnik i kuchenka. W przedpokoju znajdują się szafy w zabudowie, w salonie dwie kanapy i biurko.

Istnieje możliwość dostosowania wyposażenia mieszkania do potrzeb lokatora, które mogą być rozliczane w czynszu po wcześniejszych ustaleniach.

Cena: 4000zl + 707zl (Czynsz został wyliczony dla jednego lokatora.)


English:

We present to you an apartment that underwent a thorough renovation last year. The renovations were done with the occupant's individual needs in mind. The location provides separation from busy streets, thanks to the arrangement of buildings and the presence of greenery. Nevertheless, the apartment is bright and spacious.

The original parquet flooring has been preserved in the living room and bedroom. The apartment also includes a cellar compartment. Basic household appliances are available, including a dishwasher, washing machine, refrigerator, oven, and stove. There are built-in wardrobes in the hallway, two sofas, and a desk in the living room.

There is an option to adjust the apartment's furnishings according to the tenant's needs, which can be settled in the rent after prior arrangements.

Price: 4000pln + 707pln (The rent has been calculated for one tenant.)


Русский:

Представляем вам квартиру, которая прошла капитальный ремонт в прошлом году. Работы проводились с учетом индивидуальных потребностей. Расположение обеспечивает изоляцию от оживленных улиц благодаря расположению зданий и наличию зелени. Тем не менее, квартира светлая и просторная.

В гостиной и спальне сохранен оригинальный паркет. Квартира также включает в себя подвальный отсек. Доступны основные бытовые приборы, включая посудомоечную машину, стиральную машину, холодильник, духовку и плиту. В прихожей есть встроенные шкафы, в гостиной два дивана и письменный стол.

Есть возможность адаптировать обстановку квартиры под нужды арендатора, что может быть учтено в арендной плате после предварительных договоренностей.

Цена: 4000зл + 707зл (Арендная плата рассчитана на одного арендатора.)",https://www.otodom.pl/pl/oferta/mieszkanie-52m2-2-pokoje-ID4pKty
8 000 zł,10 001 zł/miesiąc,"ul. Burakowska, Powązki, Wola, Warszawa, mazowieckie",71 m²,3,3/10,,balkon,do zamieszkania,biuro nieruchomości,,,nie,garaż/miejsce parkingowe,,pom. użytkowe,52.25516,20.97883,False,"Мы говорим на языках PL/ UKR/ ENG/ RU

English version below
Wynajmę jasne, ciche, trzypokojowe mieszkanie przy ul. Burakowskiej. Mieszkanie na 3 piętrze, składa się z przestronnego salonu z aneksem kuchennym, sypialni, gabinetu, łazienki oraz pomieszczenia gospodarczego z wygodnymi półkami oraz pralką i suszarką bębnową. W każdym pokoju wygodne szafy wnękowe. Mieszkanie klimatyzowane. W salonie sofa oraz TV. W sypialni TV. Kuchnia wyposażona w wyspę z płytą indukcyjną, piekarnik, mikrofalówkę, zmywarkę, lodówkę, czajnik elektryczny, toster, zestaw naczyń, szklanek oraz sztućców i przyborów. Balkon wychodzi na patio. Wynajmuję mieszkanie razem z dwoma miejscami parkingowymi w garażu na -1. Wynajem komórki lokatorskiej do omówienia. Wynajem mieszkania wraz z parking  9.000pln/m-c + prąd z faktur dystrybutora, rozliczenie wody ponad zaliczki oraz ogrzewania ponad zaliczki. Internet, kablówka we własnym zakresie.


ENG

I will rent a bright, quiet, three-room apartment on Burakowska Street. Apartment on the 3rd floor, consists of a spacious living room with kitchenette, bedroom, study, bathroom and utility room with convenient shelves and washing machine and tumble dryer. Comfortable closets in each room. The apartment is air-conditioned. In the living room a sofa and TV. In the bedroom a TV. Kitchen equipped with an island with induction hob, oven, microwave, dishwasher, refrigerator, electric kettle, toaster, set of dishes, glasses and cutlery and utensils. The balcony overlooks the patio. I rent the apartment together with two parking spaces in the garage on -1. Rental of the storage unit to be discussed. Rental of the apartment together with parking spaces 9,000pln/month + electricity from the invoices of the distributor, billing for water over advances and heating over advances. Internet, cable on your own.

RUS

Сдаю светлую, тихую, трехкомнатную квартиру на улице Бураковской. Квартира на 3 этаже, состоит из просторной гостиной с кухней, спальни, кабинета, ванной комнаты и подсобного помещения с удобными полками и стиральной машиной и сушилкой. Удобные встроенные шкафы в каждой комнате. Квартира оснащена кондиционером. В гостиной диван и телевизор. В спальне телевизор. Кухня оборудована островом с индукционной плитой, духовкой, микроволновой печью, посудомоечной машиной, холодильником, электрическим чайником, тостером, набором посуды, бокалов, столовых приборов и принадлежностей. Балкон выходит во внутренний дворик. Сдаю квартиру вместе с двумя парковочными местами в гараже на -1. Аренда кладовки обсуждается. Аренда квартиры с парковочными местами 9.000плн/месяц + электричество от дистрибьютора по счетам, счета за воду выше аванса и отопление выше аванса. Интернет, кабельное за свой счет.",https://www.otodom.pl/pl/oferta/3pok-mieszkanie-na-wynajem-przy-arkadii-ID4pKtz
4 300 zł,530 zł/miesiąc,"ul. Szczęśliwicka, Stara Ochota, Ochota, Warszawa, mazowieckie",40 m²,2,5/6,,,do zamieszkania,biuro nieruchomości,,meble,nie,,,,52.21527,20.96857,False,"We talk PL | EN | RUS

 
Polski:

Zapraszamy do zapoznania się z pięknie urządzonym apartamentem w historycznej części Ochoty, w budynku Dom Awangarda przy ul. Szczęśliwickiej 54. Mieszkanie na 5. piętrze, 6-piętrowego apartamentowca z windą, o powierzchni 40 m2.

Okna panoramiczne drewniane. Podłoga z deski dębowej (jodła francuska) i prawdziwego kamienia. Salon z wygodną kanapą z funkcją spania, TV, drewnianym stołem z 4 krzesłami, RTV, i stolikiem kawowym z prawdziwego marmuru. 2 duże szafy w przedpokoju.

Kuchnia połączona z salonem, wyposażona w AGD (BOSCH). Sypialnia z 140x200 łóżkiem i biurkiem. Łazienka z włoskim marmurem Carrara, kabiną prysznicową, pralką. Loggia. Budynek z recepcją, restauracją, sklepem. Blisko parków, Pól Mokotowskich i komunikacji miejskiej.

Cena: 4300 zł + czynsz 530 zł/miesiąc + opłata za prąd według rachunków (do ceny wliczone TV i internet).

English:

We invite you to explore this beautifully furnished apartment in the historic part of Ochota, in the Dom Awangarda building at ul. Szczęśliwicka 54. The apartment on the 5th floor of a 6-story building with an elevator, covering an area of 40 m2.

Wooden panoramic windows. Oak plank flooring (French fir) and genuine stone. Living room with a comfortable sofa bed, TV, wooden table with 4 chairs, RTV, and marble coffee table. 2 large wardrobes in the hallway.

Kitchen connected to the living room, equipped with BOSCH appliances. Bedroom with a 140x200 bed and desk. Bathroom with Italian Carrara marble, shower cabin, washing machine. Loggia. Building with reception, restaurant, shop. Close to parks, Mokotów Fields, and public transport.

Price: 4300 PLN + 530 PLN/monthly maintenance fee + electricity fee according to bills (TV and internet included in the price).

Русский:

Предлагаем вашему вниманию красиво обставленную квартиру в исторической части Охоты, в здании Dom Awangarda на улице Szczęśliwicka 54. Квартира на 5-м этаже 6-этажного дома с лифтом, площадью 40 м2.

Деревянные панорамные окна. Пол из дубовой доски (французская пихта) и настоящего камня. Гостиная с удобным диваном-кроватью, телевизором, деревянным столом с 4 стульями, мебелью и кофейным столиком из мрамора. 2 больших шкафа в прихожей.

Кухня объединена с гостиной, оборудована бытовой техникой BOSCH. Спальня с 140x200 кроватью и столом. Ванная комната с итальянским мрамором Carrara, душевой кабиной, стиральной машиной. Лоджия. Здание с ресепшеном, рестораном, магазином. Рядом с парками, Полями Мокотова и общественным транспортом.

Цена: 4300 zł + 530 zł/ежемесячный сбор за содержание + оплата за электричество по счетам (в цену включено TV и интернет).",https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-40m2-2-pokoje-ID4pKtx
10 000 zł,1 000 zł/miesiąc,"ul. Bokserska, Wyczółki, Ursynów, Warszawa, mazowieckie",86 m²,3,5,apartamentowiec,"balkon, taras",do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2023,"klimatyzacja, oddzielna kuchnia",52.171118,20.989457,False,"BEZPOŚREDNIO !!! 
Na wynajem nowy, luksusowy apartament w sercu Mokotowa. Mieszkanie jest w pełni wyposażone  i gotowe do zamieszkania od zaraz.
Kuchnia - projekt i wykonanie firma KLER, firany projekt i wykonanie Eurofirany (kolekcja Ewy Minge oraz Pierre Cardin), podłoga gres hiszpański w sypialni wykładzina Komfort. Klimatyzacja.
Luksusowe wnętrze składa się z:
Hol 
Sypialnia główna 
Pokój gościnny 
WC z prysznicem
Łazienka z wanną
Salon z otwarta kuchnią i jadalnią 
Loggia 2x
Cena zawiera wszystkie meble z całym wyposażeniem.
Miejsce parkingowe podziemiach budynku.
Meble są zrobione na zamówienie i pod wymiar  o bardzo wysokim standardzie.
Budynek jest cichy w spokojnej okolicy, z ochrona 24/H.
W najbliższej okolicy dobrze rozwinięta infrastruktura, liczne sklepy spożywcze, park, przedszkole, podstawówka, gimnazjum, LO, restauracje, Galeria Mokotów, Biedronka.
Mieszkanie znajduje się na 5 piętrze. W przestrzeni pomiędzy budynkami zaprojektowano pasy zieleni z placem zabaw dla najmłodszych. Osiedle jest spokojne. 
Dostępny od zaraz.
Wynajem bezpośredni 

Zapraszamy do kontaktu i prezentacji.
WYMAGANIA DO NAJEMCY:
osoba dbająca o porządek, bez zwierząt !!!
Najem Okazjonalny
UMOWA: na 12 miesięcy z możliwością przedłużenia
  CENA: 11000 zł + prąd ",https://www.otodom.pl/pl/oferta/bezposrednio-premium-mokotow-ID4pKto
4 000 zł,700 zł/miesiąc,"ul. Sławińska, Czyste, Wola, Warszawa, mazowieckie",46 m²,2,8/8,,balkon,,biuro nieruchomości,,,nie,garaż/miejsce parkingowe,,,52.2241,20.97051,False,"Mam do wynajęcia mieszkanie 46m2 na ostatnim 8/8 piętrze kameralnego budynku w okolicy ulicy Slawinska, w połowie drogi między Rondo Daszyńskiego / Dworzec Zachodni. Z tarasu (ekspozycja zachodnia) rozpościera się przepiękny widok na Wolskie Rotundy i dachy Woli (załączam foto).

Mieszkanie urządzone w 2019. roku i odmalowanie w 2024. roku, doświetlone dużymi oknami balkonowymi. Aneks kuchenny wyposażony w meble z wbudowanymi urządzeniami (lodówka, zamrażarka, płyta elektryczna dwupalnikowa, zmywarka). Pomiędzy salonem a kuchnią okrągły stół tworzy wygodną przestrzeń jadalnianą. Część sypialniana to wygodne łóżko, pojemne szafy i wielkie okna z wyjściem na taras. Łazienka z wanną. Ponadto mieszkanie posiada klimatyzację, pełen komplet pościeli, deskę do prasowania, żelazko, suszarkę oraz sejf.

LOKALIZACJA

Budynek znajduje się przy cichej, ślepej uliczce tworzącej zieloną enklawę odizolowaną od miejskiego zgiełku. Parking na ulicy (abonament miejski) oraz duży otwarty parking niestrzeżony zaledwie 250m od budynku.

CENA

Cena: 4000+700 czynz 
 W cenie internet.


Numer oferty:956013

Zapraszamy do naszego biura!



ENG
We are pleased to present you a unique apartment located in Wola. The apartment is finished in a very elegant and peaceful manner, very bright and practical. We invite you to contact us for more information.
We speak PL / UKR / RU / ENG. We provide assistance at every stage.",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-przy-kolejowej-ID4pKt3
2 800 zł,"568,19 zł/miesiąc","ul. Wąwozowa, Kabaty, Ursynów, Warszawa, mazowieckie","41,2 m²",2,3/6,blok,balkon,do zamieszkania,biuro nieruchomości,,"lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2012,,52.1325,21.0718,False,"URSYNÓW - Kabaty ul. Wąwozowa
Nowocześnie zaaranżowane mieszkanie 2-pokojowe położone na Kabatach w odległości 400m od stacji metra.
Dla: singla, pary, osób niepalących, bez zwierząt, umowa na min. 12 miesięcy, najem okazjonalny.
Salon z aneksem kuchennym (21.6m) - na podłodze panele (umeblowanie: 2 fotele, sofa, stolik, 2 komody, stół kuchenny z taboretami), wyjście na balkon 5.5m (wystawa okien w kierunku południowym).
W kuchni glazura i terakota, zabudowa meblami pod wymiar z AGD: kuchnia elektryczna, okap i lodówko-zamrażalka
Sypialnia 10m - panele (umeblowanie: szafa, nowe łóżko 140x200 z materacem).
Łazienka 4.5m - terakota, glazura, wanna, szafkoumywalka, wc i pralka.
W przedpokoju duża i pojemna szafa w stałej zabudowie.
W cenie mieszkania zawarte miejsce parkingowe w hali garażowej pod budynkiem.
W okolicy budynku wiele sklepów, szkoła, przedszkole, baseny, kawiarnie i restauracje. Las Kabacki oddalony o 5 min. spacerkiem.
Cena najmu 2800 zł + czynsz administracyjny z zaliczkami na wodę, C.O. i śmieci (obecnie wynosi 568,19 zł) + energia elektryczna.
Kaucja 3500 zł.
Pełna galeria zdjęć nieruchomości oraz pozostałe oferty dotyczące Ursynowa na stronie daszkiewicz pl
Pośrednik odpowiedzialny: Marcin Daszkiewicz 504-217-464 (Licencja Zawodowa nr 6537).
Powyższa informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego.
Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Marcin Daszkiewicz (licencja nr: 6537)",https://www.otodom.pl/pl/oferta/kabaty-2pok-41m-garaz-blisko-metra-meble-ID4pFhZ
3 700 zł,577 zł/miesiąc,"ul. Twarda, Mirów, Wola, Warszawa, mazowieckie",40 m²,2,6/9,blok,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,1965,,52.22949,20.99465,False,"Zapraszam do zapoznania się z ofertą mieszkania z pięknym widokiem na wieżowce w centrum oddalonego 700 metrów od stacji II linii metra- Rondo Daszyńskiego czy Metra Rondo ONZ.

Browary Warszawskie, Fabryka Norblina czy Centrum Biznesowe przy Rondzie Daszyńskiego znajdują się w bliskim sąsiedztwie!!!

Mieszkanie o powierzchni 40 mkw

Cisza i spokój nawet przy otwartych oknach!

Zalety:
- ""Trzy kroki"" od wyjścia z budynku znajduje się wejście do metra, przystanki autobusowe i tramwajowe.
- Browary Warszawskie, Fabryka Norblina czy Centrum Biznesowe przy Rondzie Daszyńskiego znajdują się w bliskim sąsiedztwie!!! Spacer do każdego z tych miejsc zajmuje do 10 minut.
- Mnóstwo sklepów, kawiarni, restauracji, barów, czy nawet basen tuż przy budynku!
- Mieszkanie znajduje się w głębi osiedla, dzięki czemu możesz cieszyć się ciszą i spokojem nawet przy otwartych oknach.

Mieszkania składa się z dwóch oddzielnych pokoi, kuchni, korytarza i łazienki.

Nieruchomość znajduje się na 6 piętrze w 9-piętrowym budynku z 1964 r.

Opłaty:
- 3700 zł plus opłaty za czynsz administracyjny, wodę, ogrzewanie, prąd (około 650 zł).
- Kaucja w wysokości jednomiesięcznego czynszu.
- Umowa w formie najmu okazjonalnego.

Zapraszam do kontaktu telefonicznego oraz na prezentację mieszkania.

Jacek Antos
Doradca Nieruchomości
Tel. 573 122 212",https://www.otodom.pl/pl/oferta/metro-rondo-onz-widok-na-centrum-balkon-cicho-ID4pKsL
11 000 zł,1 000 zł/miesiąc,"ul. Sarmacka, Błonia Wilanowskie, Wilanów, Warszawa, mazowieckie",82 m²,3,2/4,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2024,"klimatyzacja, oddzielna kuchnia, pom. użytkowe",52.156019,21.083268,False,"BEZPOŚREDNIO !!! 
Na wynajem nowy, luksusowy apartament w sercu Wilanowa. Mieszkanie jest w pełni wyposażone, nieużywane i gotowe do zamieszkania od zaraz.
Kuchnia - projekt i wykonanie firma KLER, firany projekt i wykonanie Eurofirany (kolekcja Ewy Minge oraz Pierre Cardin), podłoga gres hiszpański w sypialni wykładzina Komfort. Klimatyzacja.
Luksusowe wnętrze składa się z:
Hol 
Sypialnia główna 
Pokój gościnny 
WC z prysznicem
Łazienka 
Salon z otwarta kuchnią i jadalnią 
Loggia 5,8 mk
Cena zawiera wszystkie meble z całym wyposażeniem.
Miejsce parkingowe podziemiach budynku.
Meble są zrobione na zamówienie i pod wymiar  o bardzo wysokim standardzie.
Budynek jest cichy w spokojnej okolicy, z ochrona 24/H.
W najbliższej okolicy dobrze rozwinięta infrastruktura, liczne sklepy spożywcze, park, przedszkole, podstawówka, gimnazjum, LO, restauracje, szpital Medicover.
Mieszkanie znajduje się na 2 piętrze. Został oddany do użytku na koniec 2023 roku, wykończony w 2024r.. W przestrzeni pomiędzy budynkami zaprojektowano pasy zieleni z placem zabaw dla najmłodszych. Osiedle jest spokojne. Na terenie osiedla siłownia, sala fitness oraz sauna dla mieszkańców za darmo.
Apartament jest całkowicie nieużywany, niedawno wykończony i gotowy do zamieszkania. Dostępny od zaraz.
Wynajem bezpośredni 

Zapraszamy do kontaktu i prezentacji.
WYMAGANIA DO NAJEMCY:
osoba dbająca o porządek, bez zwierząt !!!
Najem Okazjonalny

UMOWA: na 12 miesięcy z możliwością przedłużenia
  CENA: 12000 zł + prąd ",https://www.otodom.pl/pl/oferta/bezposrednio-nieuzywane-sarmacka-premium-ID4pKrV
2 600 zł,700 zł/miesiąc,"ul. Wiśniowa 54, Stary Mokotów, Mokotów, Warszawa, mazowieckie",32 m²,2,1/4,kamienica,balkon,do zamieszkania,prywatny,tak,"lodówka, piekarnik, kuchenka, pralka",nie,,1933,piwnica,52.210744,21.013074,False,"Mieszkanie 32 m (+balkon 2m+ piwnica 2.5) z oddzielna sypialnia. Salon przechodni do sypialni i kuchni. Mieszkanie dla pary lub singla, zwierzeta mile widziane.
Doskonała lokalizacja - 6 minut pieszo do Metra Pole Mokotowskie. W bezpośrednim sąsiedztwie Pole Mokotowskie, kawiarnie, sklepy, apteka, usługi. Miejsca parkingowe dla najemcy na terenie podwórza.
Mieszkanie odświeżone: pomalowane na bialo, nowa podłoga i oświetlenie.  W sypialni nowa, bardzo pojemna szafa oraz łóżko szer. 140cm.   W przedpokoju szafa wnękowa wraz z pawlaczem.  Lazienka z wanna. Kuchnia z piekanikiem i płytą gazową, nowa lodowka. Salon bez mebli ( jest możliwosć wstawienia mebli w razie potrzeby).  Mieszkanie jasne i przestronne, Widok z okna balkonowego na podworko i zielen.
Opłaty: 2600 zł + czynsz 700 zł. Kaucja do ustalenia w zależnosci od wyposażenia.
Umowa najmu okazjonalnego. Wolne od 1 kwietnia 2024. Pośredników proszę o nie kontaktowanie się.
Apartment 32 m (+ balcony 2 m + basement 2.5 m) with a separate bedroom. The living room connected to the bedroom and kitchen. Apartment for a couple or single person, pets welcome.
Perfect location - 6 minutes walk to the Pole Mokotowskie Metro. In the immediate vicinity of Pole Mokotowskie, cafes, shops, pharmacy, services. Parking spaces for the tenant in the yard.
The apartment has been refreshed: painted white, new flooring and lighting. The bedroom has a new, very spacious wardrobe and a 140 cm wide bed. In the hall there is a built-in wardrobe with a storage space. Bathroom with bathtub. Kitchen with oven and gas hob, new fridge. Living room without furniture (it is possible to add furniture if necessary). Bright and spacious apartment, view from the balcony window onto the yard and greenery.
Fees: PLN 2,600 + rent PLN 700. Deposit to be determined depending on provided equipment.
Lease agreement. Available from April 2024. Agents, please do not contact.",https://www.otodom.pl/pl/oferta/stary-mokotow-w-kamienicy-oddzielna-sypialnia-ID4pKrv
2 900 zł,800 zł/miesiąc,"ul. Afrykańska, Saska Kępa, Praga-Południe, Warszawa, mazowieckie",38 m²,2,2/4,blok,balkon,do zamieszkania,biuro nieruchomości,tak,"lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,garaż/miejsce parkingowe,,oddzielna kuchnia,,,False,"Mieszkanie rozkładowe, dwa niezależne pokoje.
Z większego pokoju wyjście na loggię.
Nieruchomość po kapitalnym remoncie .
Nowe meble.
W cenie najmu miejsce na parkingu strzeżonym.
Oddzielna kuchnia - bez gazu.
W łazience natrysk , pralka.
Najem okazjonalny.
Treść niniejszego ogłoszenia ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, ale jest zaproszeniem do współpracy z Państwem.
Informacje w ogłoszeniu pochodzą przede wszystkim od właściciela nieruchomości.
Za naszą usługę pośrednictwa pobieramy  wynagrodzenie w formie prowizji.",https://www.otodom.pl/pl/oferta/po-remoncie-parking-balkon-2-oddzielne-pokoje-ID4pKpR
4 200 zł,1 200 zł/miesiąc,"ul. Wyględowska, Wyględów, Mokotów, Warszawa, mazowieckie",68 m²,3,2/6,apartamentowiec,balkon,do zamieszkania,biuro nieruchomości,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2005,,52.1939,20.98532,False,"Do wynajęcia 3 pokojowe mieszkanie o powierzchni 68m 2 zlokalizowane na piętrze 2, przy ul. Wyględowska na Warszawskim Mokotowie.

Nieruchomość składa się z:
-salon z wyjściem na balkon,
-oddzielna kuchnia,
-sypialnia,
-pokój,
-łazienka,
-oddzielne wc,

Mieszkanie jest w bardzo dobrym stanie.

Oferowana nieruchomość, bardzo dobrze zlokalizowana.
-5 min pieszo do  stacji kolejowej,
-2 min pieszo do przystanku autobusowego.
W pobliżu apartamentowce, restauracje, kawiarnie, sklepy, punkty usługowe, przychodnia, apteka, place zabaw, siłownie, żłobki, przedszkole i szkoły.

Cena
-czynsz najmu 4200 zł,
-czynsz administracyjny 1200 zł,
Kaucja 5 000 zł,

Zapraszam do kontaktu oraz obejrzenia nieruchomości na żywo.

W swojej ofercie posiadamy również dodatkowe usługi takie jak: projektowanie i remonty wnętrz wraz z ich nadzorem, usługę zarządzania najmem oraz doradztwo kredytowe. Zapraszamy do kontaktu, chętnie udzielimy więcej informacji!",https://www.otodom.pl/pl/oferta/niezalezne-pokoje-kolejka-parking-ID4pKpU
