added_dt,link,district,found_district,title,adv_description,misleading_location,real_location,real_district,maps_herf
18.12.2024 00:00,https://www.otodom.pl/pl/oferta/nowoczesne-2-pok-47m2-ursynow-bezposrednio-ID4tEni,Srodmiescie,"mokotów, mokotowa, ursynów, ursynowa","Nowoczesne 2 pok., 47m2, Ursynów, bezpośrednio","Do wynajęcia (bezpośrednio bez prowizji) 2 pokojowe mieszkanie na drugim piętrze o pow. ok. 47 m2 z loggią ok. 4 m2 i pięknym widokiem na sztuczne jeziorko. Budynek posiada dwie windy, które jeżdżą z poziomu garażu. Mieszkanie bardzo dobrze skomunikowane, położone na pograniczu Mokotowa i Ursynowa, w pobliżu lotniska, w niedalekiej odległości od Galerii Mokotów i „Mordoru”. Osiedle monitorowane.  Na terenie osiedla znajduje się plac zabaw dla dzieci, restauracje, sklepy spożywcze, apteka, fryzjer etc. Blisko do przystanków ZTM.  Mieszkanie jest w pełni umeblowane (w tym szafy w zabudowie w przedpokoju i sypialni) oraz wyposażone w sprzęt AGD: lodówka, pralka, piekarnik, płyta grzewcza, zmywarka, TV. Do mieszkania przynależy szerokie miejsce postojowe w garażu podziemnym (w cenie) oraz duża komórka lokatorska (w cenie). Czynsz najmu to 3300 zł (do rozsądnej negocjacji) + czynsz do wspólnoty i opłaty licznikowe (prąd). Kucja wynosi 3300 zł. Mieszkanie dostępne od zaraz na min. 12 miesięcy. Zapraszam do kontaktu, tel. Skontaktuj się.",True,"Wyczółki, Warsaw",Ursynow,"https://www.google.com/maps/place/Wycz%C3%B3%C5%82ki,+Warsaw,+Warsaw/@52.1587805,20.9884679,15z/data=!3m1!4b1!4m6!3m5!1s0x471932fbc199f083:0xe61b5e9ac79fe64f!8m2!3d52.1543811!4d20.9957146!16s%2Fg%2F121s4jhy?entry=ttu&g_ep=EgoyMDI1MDMxMi4wIKXMDSoASAFQAw%3D%3D"
18.12.2024 00:00,https://www.otodom.pl/pl/oferta/umeblowane-goclaw-adria-duzy-balkon-ID4mNfZ,Praga_Poludnie,mokotowem,Umeblowane / Gocław - Adria / duży balkon,"► OPIS NIERUCHOMOŚCI
Do wynajęcia w pełni umeblowane mieszkanie na strzeżonym Osiedlu Adria - Gocław. Świetnie skomunikowane miejsce - niedaleko głównego skrzyżowania Fieldorfa i Meissnera. 

W skład mieszkania wchodzi:
- salon z aneksem kuchennym 19m2 z wyjściem na dużą loggie
- sypialnia 13m2 z dwoma szafami
- łazienka z wanną 5m2
- przedpokój 5m2 z szafą

Mieszkanie znajduje się na nowym, chronionym osiedlu Adria - świetna komunikacja, pełna infrastruktura. W budynku na parterze lokale usługowe.
Atutem jest bardzo dobra lokalizacja - bliskość Trasy Siekierkowskiej oraz Wału Miedzeszyńskiego - dobre połączenie z Mokotowem i centrum Warszawy. .

W okolicy pełna infrastruktura handlowo-usługowa, tereny rekreacyjne sklepy, kawiarnie, przedszkola, szkoły, blisko m.in. Saska Kępa, CH Promenada, jeziorko Balaton.
► DODATKOWE INFORMACJE
Kwota najmu: 2800 zł + 450 zł czynsz administracyjny + 300 zł zaliczka na liczniki (woda, prąd, ogrzewanie).

Wymagana umowa o najem okazjonalny na minimum rok. 
Oferta na wyłączność. Nieruchomość została sprawdzona pod względem formalno-prawnym.
Jako profesjonalne biuro nieruchomości pobieramy prowizję przy transakcji.
Zapraszam na prezentację.
Martyna Skuza
Skontaktuj się",False,,,
19.12.2024 00:00,https://www.otodom.pl/pl/oferta/eleganckie-2-pok-w-super-lokalizacji-od-zaraz-ID4tYEC,Wlochy,"śródmieście, śródmieściem, mokotów",Eleganckie 2 pok w super lokalizacji od zaraz!,"NIERUCHOMOŚĆ :

Mieszkanie 42 m2 zlokalizowane na parterze :

* Salon,
* Sypialnia,
* Aneks kuchenny,
* Łazienka,
* Ogródek,


Mieszkanie znajduje się na parterze niskiego, dwupiętrowego 4letniego budynku. Okna z salonu i sypialni z ekspozycją na południowy zachód, z wyjściem na taras.
Nieruchomość jest w idealnym stanie, wyposażona we wszystkie niezbędne sprzęty AGD najwyższej jakości. Wykończona z dbałością o każdy detal, wszystkie meble zostały wykonane na zamówienie, na wymiar, a naturalny kamień i eleganckie płytki nadają mieszkaniu wyjątkowo eleganckiego charakteru.


OKOLICA I KOMUNIKACJA :


Położone w świetnej lokalizacji, doskonale skomunikowane ze Śródmieściem Warszawy, a także blisko tras wylotowych poza Stolicę.
W odległości kilkudziesięciu metrów przystanki autobusowe, tramwaj, kolej , lotnisko odrobinę dalej metro.
Nieopodal inwestycji tereny zielone, trasy rowerowe, korty tenisowe, a także sprzyjający rekreacji Park Szczęśliwicki lub nieco dalej Pole Mokotowskie.
W najbliższej okolicy znajduje się dużo sklepów, dyskontów, kawiarni, punktów usługowych, restauracji i placówek medycznych.
Centrum handlowe Galeria Westfield Mokotów w odległości zaledwie 1000 m.


DLACZEGO WARTO?

Ciche, zlokalizowane w kameralnym budynku, nowe, zadbane i eleganckie mieszkanie.
Doskonała lokalizacja, pozwalająca na swobodne poruszanie się po Warszawie również osobom niezmotoryzowanym.
Bliska lokalizacja wielu punktów usługowych oraz galerii handlowej zagwarantuje nowym mieszkańcom zaspokojenie wszystkich potrzeb w najbliższej okolicy.
W promieniu kilkuset metrów znajdują się liczne placówki oświatowe, zarówno państwowe jak i prywatne przedszkola i szkoły podstawowe.
To idealne miejsce dla osób ceniących wygodę, dostępność infrastruktury oraz bliskość natury.


Do mieszkania przynależy miejsce postojowe płatne dodatkowo 200zł/mc (obowiązkowe)

Zapraszam na prezentację 7 dni w tygodniu po uprzednim umówieniu terminu.



Agent odpowiedzialny za realizację umowy
Monika Kostuchowska
Skontaktuj się

Jako agencja nieruchomości pobieramy wynagrodzenie w formie prowizji za wykonaną usługę pośrednictwa.
Bierzemy odpowiedzialność za bezpieczeństwo transakcji, doradzamy, dbamy o wszystkie formalności.

Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, ale jest zaproszeniem do współpracy z Państwem.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",False,,,
19.12.2024 00:00,https://www.otodom.pl/pl/oferta/warszawa-ochota-nowe-mieszkanie-do-wynajecia-ID4stNG,Wlochy,ochota,Warszawa-Ochota Nowe mieszkanie do wynajecia,"Do wynajęcia nowe mieszkanie o powierzchni 47 m², w pełni wyposażone i gotowe do zamieszkania. W skład mieszkania wchodzą: 2 pokoje, kuchnia, łazienka, hol oraz balkon. Wszystko nowe, urządzone z dbałością o detale. Wynajem wynosi 3600 zł, czynsz 700 zł miesięcznie i obejmuje opłatę za wywóz śmieci, zaliczki na ciepłą i zimną wodę, ścieki oraz ogrzewanie.Dodatkowe opłaty: prąd według zużycia oraz większe zużycie wody i ogrzewania oraz internet i telewizja w cenie 90 zł.Istnieje możliwość wynajęcia miejsca garażowego w cenie 300 zł miesięcznie. Wymagana kaucja zwrotna w wysokości 4500zł. Zapraszam do kontaktu w celu obejrzenia mieszkania!",False,,,
19.12.2024 00:00,https://www.otodom.pl/pl/oferta/wynajme-kawalerke-35-m2-bemowo-ID4toAu,Srodmiescie,"wola, bemowo",Wynajmę kawalerkę 35 m2 Bemowo,"Dzień Dobry
Wynajmę kawalerkę 35 m2 w Warszawie w dzielnicy Bemowo przy ul. Muszlowej 4, w cichej i zielonej okolicy, w pobliżu Parku Górczewska. Mieszkanie znajduje się na II piętrze pięciopiętrowego budynku z windą, z 2006 roku. 

W okolicy znajdują się liczne sklepy, restauracje, punkty usługowe, fryzjer, dentysta, kwiaciarnia, Bliska lokalizacja Hali Wola. 
Mieszkanie umeblowane. Oddzielna kuchnia, kuchenka gazowa z piekarnikiem, nowa lodówka. W łazience duża wanna oraz nowa pralka. W przedpokoju szafa ubraniowa i zabudowana szafa w  pokoju dziennym. Ponadto w pokoju dziennym rozkładana kanapa, TV 47 cali.
Koszt najmu to 2400 zł, plus czynsz, opłaty za energię elektryczną, TV, Internet  (do niewielkiej negocjacji).
W cenie miejsce parkingowe obok mieszkania na parkingu strzeżonym zamykane na pilota. Możliwość wykorzystania komórki lokatorskiej np. na rowery.
Oferta Bezpośrednia
Adam Skontaktuj się",True," Bemowo, ul. Muszlowa 4",Bemowo,"https://www.google.com/maps/place/Muszlowa+4,+01-357+Warszawa/@52.2294193,20.9072265,17z/data=!3m1!4b1!4m6!3m5!1s0x471ecb215ab9108d:0xe359298b33a72392!8m2!3d52.2294193!4d20.9098014!16s%2Fg%2F11c175mdf9?entry=ttu&g_ep=EgoyMDI1MDMxMi4wIKXMDSoASAFQAw%3D%3D"
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/3-pokoje-mokotow-klobucka-garaz-ID4l6Yi,Ursynow,mokotów,3 pokoje/ Mokotów (Kłobucka)/ Garaż,"Na wynajem bezpośrednio 3 pokojowe mieszkanie ul.Kłobucka 6E (Mokotów) zlokalizowane na 3 piętrze na osiedlu Lifetown Nexity 
 Mieszkanie dwustronne zlokalizowane od cichej strony osiedla
Na ok. 60mkw składa się:
* salon z aneksem kuchennym (kuchnia wykonana na zamówienie wg indywidualnego projektu)
* sypialnia z łóżkiem o szerokości 180cm wraz z szafą wykonana na wymiar,
* drugi pokój pusty
* garderoba z zabudową 
* Łazienka wyposażona w wannę z prysznicem
* Hol wyposażony w dużą lustrzaną szafę 
* balkon 
Mieszkanie w pełni wyposażone w sprzęt agd ( piekarnik, mikrofalówka, zmywarka, kuchenka, lodówka, płyta indukcyjna, pralka, czajnik elektr., ekspres),w łazience pralka.
Cena najmu: 4500 zł
+ czynsz administracyjny ok. 960 zł 
+ prąd (Najemca opłaca energię elektryczną wg zużycia)
+ opłaty wynikające z przekroczenia zaliczek (w cenie najmu: czynsz administracyjny, zaliczki na wodę i ogrzewanie)
Osiedle jest chronione, na terenie zielony skwer wypoczynkowy oraz plac zabaw 
Umowa najmu okazjonalnego na okres minimum 12 miesięcy.
Kaucja 5500 zł. 
Niniejsza oferta jest informacją handlową i nie może być uznawana za ofertę w rozumieniu art. 66 ust. 1 Kodeksu Cywilnego. Stanowi ona zaproszenie do rokowań w rozumieniu art. 71 Kodeksu Cywilnego.",False,,,
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/3-pokoje-przy-metrze-ID4sMjw,Srodmiescie,wola,3 pokoje przy Metrze,"Do wynajęcia 3 pokojowe mieszkanie po odświeżeniu w pełni wyposażone.
Mieszkanie składa się: trzy pokoje jeden z wyjściem na duzą logge, oddzielna kuchnia, wc i łazienka z prysznicem i pralką.
Cena najmu 3450 zł +opłaty za czynsz administracyjny i energię elektryczną 1000 zł
Najem okazjonalny
Serdecznie zapraszam na prezentacje!

Budynek:
Budynek powstał w 1965 roku. Budynek jest 9-piętrowy.
Znajduje się w nim 22 mieszkań.
Budynek znajduje się w Strefie Płatnego Parkowania.





Lokalizacja:
Nieruchomość położona jest w obrębie dzielnicy Wola, w części Mirów, róg Chmielna i Al Jana Pawła II.
Pałac Kultury i Nauki 500 m, Dworzec Centralny 350 m, Metro ONZ 400 m,

English description:
For rent 3 room apartment after refreshing fully equipped.
The apartment consists of: three rooms one with exit to a large logge, separate kitchen, toilet and bathroom with shower and washing machine.
Rental price 3450 PLN administrative rent and electricity 1000 PLN
Occasional lease
Welcome to the presentation!
.

Building:
The building was built in 1965. The building is 9-story.
There are 22 apartments.
The building is located in the Paid Parking Zone.





.

Location:
The property is located within the Wola district, in the Mirów section, corner of Chmielna and Al Jana Pawła II.
The Palace of Culture and Science 500 m, Central Railway Station 350 m, UN Metro 400 m,
Struktura kosztów
Czynsz administracyjny: Dodatkowo płatny (1 000 zł)
Ogrzewanie: W czynszu administracyjnym
Woda: W czynszu administracyjnym
Prąd: W czynszu administracyjnym
Gaz:
Internet: Indywidualna umowa
TV kablowa/sat.: Indywidualna umowa
Miejsce postojowe:

Opłaty
Kaucja : 4500
Czynsz adm. : Dodatkowo płatny (1 000 zł)
Woda : W czynszu adm.
Prąd : W czynszu adm.
Ogrzewanie : W czynszu adm.
Gaz : Brak
Internet : Indywidualna umowa
TV Kablowa / sat. : Indywidualna umowa
Miejsce postojowe : Brak

Podstawowe informacje
Rodzaj : Mieszkanie
Stan lokalu : Dobry
Umeblowanie : Tak
Salon : 18 mkw.
Kuchnia : Oddzielna
Liczba łazienek : 1
Lb. oddzielnych toalet : 1

Budynek
Rok budowy : 1965
Stan budynku : Dobry
Winda : Tak
Udog. dla niepełnosprawnych : Nie
Teren ogrodzony : Nie
Ochrona : Nie

Powierzchnia dodatkowa
Liczba balkonów : 1
Balkon : Loggia,
Piwnica : Nie
Komórka : Nie
Ogród : Nie

Media i wyposażenie
Klimatyzacja : Nie
Ogrzewanie : CO miejskie,
Ciepła woda : Wodociąg miejski,
Gaz : Nie

Nasze usługi świadczymy w oparciu o umowę pośrednictwa, która gwarantuje Państwu bezpieczeństwo transakcji oraz pełną opiekę naszego doradcy przez cały okres trwania współpracy. Za wykonaną usługę pobieramy wynagrodzenie zgodnie z warunkami uzgodnionymi w zawartej umowie (za wyjątkiem umów zawartych w programie 0%).
Prezentowane oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Staramy się, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu na okoliczności, iż informacje te pochodzą od osób trzecich i część z nich nie zawsze daje się zweryfikować, MAXON Nieruchomości Sp. z o.o. nie ponosi odpowiedzialności za ich dokładność, kompletność i aktualność",False,,,
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/390369-ID4tZre,Wola,ochota,390369,"Na wynajem unikatowy apartament z tarasem i balkonem o ponad 130m2.

Prestiżowa lokalizacja pośród nowoczesnych wieżowców, taras z bezpośrednim widokiem na wieżowce między ulicami Grzybowską i Prostą (Warsaw Spire, Mennica Tower, The Bridge, in.) - najbardziej dynamiczna część Warszawy.

Pełna i bogata infrastruktura: autobusy, tramwaje, metro, pociąg

M2 metro Rando Darszynskiego (200m),

pociąg Warszawa Ochota SKM&WKD, Warszawa Główna (1,2km),

Warszawa Zachodnia (1,5km),

Warszawa Centralna (2km),

Lotnisko Chopina (7,5km).

Mieszkanie posiada otwartą kuchnię z salonem (40m2), 2 sypialnie (10m2 i 13m2), 2 łazienki (wanna i prysznic), przedpokój. Każdy pokój posiada wyjście na balkon, pokoje są jasne.
Wnętrze apartamentu wykończone w bardzo wysokim standardzie: kuchnia prestiżowej niemieckiej marki Nolte, kuchnia kamienna hiszpańskiej marki Silestone, cały sprzęt elektryczny z linii smart home firmy Siemens (połączenie WiFi).
Wszystkie szafy są wykonane na wymiar.

Największym atutem jest ogromny taras (na otwartej przestrzeni 102 m2) oraz 27m2 balkon z zadaszeniem.

Na parterze 2 x garaże. Miejsca parkingowe obok wejścia i windy.

W sąsiedztwie mieszkania znajdują się niezliczone kawiarnie i restauracje, biura, rozrywkowe centrum kultury Art Norblin, Browar, Echo Towarowa22, muzeum Powstania Warszawskiego.

Lokalizacja i niepowtarzalny układ apartamentu zapewnią Państwu doskonałe wkomponowanie się w ekscytujący miejski styl życia i jednocześnie spokojne niedzielne śniadanie.

Koszt najmu 9 000 zł/mieś.
Dodatkowo płatny czynsz administracyjny 1300 zł, prąd według liczników, ponadnormowe zużycie wody + Internet
Dwa miejsca postojowe w garażu 600 zł/mieś.
Kaucja - 15 000 zł

Zapraszamy do kontaktu!",False,,,
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/bezposrednio-dwupoziomowe-mieszk-w-starej-milosnej-ID4tlau,Wesola,ursynów,Bezpośrednio dwupoziomowe mieszk w Starej Miłosnej,"Wynajmę dwupoziomowe przestronne mieszkanie o powierzchni 105 m2 w dobrym standardzie znajdujące się na drugim/ostatnim piętrze budynku.
Mieszkanie gotowe do zamieszkania od 18 Listopada.
Osiedle Akacjowa w Starej Miłosnej jest zamknięte i strzeżone. Osiedle jest bardzo zadbane a budynki są niskokondynacyjne.
Na pierwszej kondygnacji mieszkania znajduje się  hol z dużą szafą  w zabudowie, przestronny i dobrze doświetlony salon z wyjściem na taras, otwarta jasna kuchnia, łazienka oraz schody prowadzące na druga kondygnację na której znajduje się sypialnia główna, dwa pokoje, łazienka oraz korytarz z zabudowaną szafą.
Mieszkanie jest częściowo wyposażone:
- w kuchni jest lodówka, piekarnik, zmywarka, płyta indukcyjna, filtr wody z oddzielnym kranem;
- w salonie jest kanapa wraz z dwoma fotelami,stół wraz z 4 krzesłami, szafka RTV, rozprowadzone i przygotowane okablowanie pod kino domowe;
- w łazience dolnej dostępna pralko-suszarka, piec gazowy;
-na tarasie dostępna markiza;
- w sypialni  głównej łóżko bez materaca, komody w zabudowie z szufladami;
- w łazience górnej wanna wraz z prysznicem;
- pierwszy pokój posiada łóżko komodę i szafę,
- drugi pokój do własnej aranżacji
Mieszkanie jest bardzo pojemne i przestronne.
Dodatkowym pomieszczeniem jest strych do którego prowadzą opuszczane schody (powierzchnia strychu nie wchodzi w metraż mieszkania).
Do mieszkania przynależą dwa miejsca postojowe. Jedno w garażu podziemnym, a drugie na parkingu wewnątrz osiedla.
Na osiedlu znajduje się park z placem zabaw (świetne udogodnienie dla osób z dziećmi). W pobliżu szkoły, przedszkola. Mnóstwo jest też ścieżek rowerowych, a także las 5min od mieszkania.  Blisko pętla autobusowa (3 min pieszo 143, 147, 198, 502, 411, S1). Bardzo blisko sklepy, apteki itd. Dojazd autem np. do Centrum zajmuje 30 minut, a dzięki nowo wybudowanej obwodnicy na Ursynów zajmuje już 20 minut.
Wysokość czynszu najmu wynosi 5200 zł m-c + 808 zł czynsz admiracyjny + opłaty faktycznego zużycia (prąd, gaz, ścieki, woda).
Kaucja w wysokości 5000 zł.
Umowa tylko i wyłącznie najmu okazjonalnego na min 12 miesięcy (pokrywa najemca).
Nota Prawna
Ogłoszenie nieruchomości ma jedynie charakter informacyjny i może ulegać zmianom. Tym samym nie stanowi oferty handlowej w rozumieniu art. 66 §1 kodeksu cywilnego.
Agencjom dziękuję. 
Zapraszam do kontaktu w godzinach 08:00 -22:00.",False,,,
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/metro-dwa-pokoje-ID4sulK,Ursynow,mokotów,Metro Dwa Pokoje,"Oferujemy do  wynajęcia mieszkanie 2 pokojowe, jasne, przytulne z klimatem.

Pokój dzienny z aneksem kuchennym oraz sypialnia.

Piętro 6/10. Idealna lokalizacja: stacja Metra 100 m, centrum handlowe KEN 200 m, szkoła 500 m. 

Czynsz administracyjny - w wysokości ok 650 zł - płatny dodatkowo. 
W nim zawarte są zaliczki na media. 

Zapraszam na prezentację w dogodnym dla Państwa terminie

Dla Państwa wygody odbieramy telefony od poniedziałku do piątku w godzinach od 9:00 do 20:00, w sobotę 10:00 do 14:00.

Jesteśmy do Państwa dyspozycji w naszym biurze na Marinie Mokotów od poniedziałku do piątku w godz.od 10:00 do 19:00, w sobotę 10:00 do 14:00

*** Większość naszych klientów pochodzi z polecenia wiec będziemy wdzięczni jeśli polecą nas Państwo Swoim znajomym i przyjaciołom ***

Niniejsza informacja nie stanowi oferty w rozumieniu Kodeksu Cywilnego. Dokładamy wszelkich starań, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu jednak na fakt, iż informacje te pochodzą od osób trzecich i nie zawsze dają się zweryfikować, firma Hampton Home nie ponosi odpowiedzialności za ich dokładność, kompletność oraz aktualność. W przypadku transakcji pobieramy wynagrodzenie w formie prowizji za wykonaną usługę pośrednictwa.

Administratorem Twoich danych osobowych przetwarzanych w celu udzielenia odpowiedzi na skierowane mailowo, telefonicznie lub osobiście zapytanie jest Hampton Home Beata Wróblewska z siedzibą w Warszawie przy ul. Przejazd 4lok.U4, 02-654 Warszawa. Przysługuje Ci prawo żądania dostępu do danych, ich sprostowania, usunięcia, ograniczenia przetwarzania, prawo do wniesienia sprzeciwu wobec przetwarzania, a także prawo do przenoszenia danych oraz wniesienia skargi do Prezesa Urzędu Ochrony Danych Osobowych. Pełną treść Klauzuli Informacyjnej oraz więcej informacji o przetwarzaniu Twoich danych znajdziesz na naszej stronie internetowej w zakładce RODO - Klauzule Informacyjne.",False,,,
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokoje-w-swietnej-lokalizacji-ID4sMfP,Praga_Poludnie,"śródmieście, mokotów, wilanów",Nowoczesne 3 Pokoje W Świetnej Lokalizacji,"EUROVILLA prezentuje do wynajęcia nowoczesny apartament usytuowany w świetnym punkcie komunikacyjnym, na zamkniętym, zielonym i cichym osiedlu.

LOKALIZACJA

Doskonała lokalizacja pozwala na wygodne poruszanie się po mieście. 
W odległości 220m znajduje się przystanek autobusowy, a w odległości ok. 1km znajduje się rondo wiatraczna, gdzie znajdziemy połączenia tramwajowe i autobusowe w każdym kierunku Warszawy.
Stacja PKP Warszawa Grochów  (dojazd do centrum w 12 minut) SKM +KM. W pobliżu sklepy, lokale usługowe, szpital WAM przy ul. Szaserów.

STANDARD WYKOŃCZENIA

Mieszkanie urządzono w nowoczesnym stylu i jest ono w pełni umeblowane. 
W przedpokoju znajduje się pojemna szafa wnękowa. Centralny punkt stanowi przestronny, jasny salon z bardzo wygodną sofą, stolikiem kawowym i miejscem do spożywania posiłków. Z salonu wyjście na przestronny balkon. Funkcjonalna łazienka z szafkami i wanną. Dodatkową zaletą jest oddzielne pomieszczenie na pralnię, w którym znajduje się dużo szafek do przechowywania.
Duża sypialnia z szerokim łóżkiem i wbudowaną szafą.
Całość tworzy stylowe, przytulne i przede wszystkim funkcjonalne miejsce do zamieszkania.

ROZKŁAD POMIESZCZEŃ

- Salon z aneksem kuchennym wyjściem na duży balkon,
- Sypialnia,
- Sypialnia,
- Łazienka z wanną,
- Pomieszczenie gospodarcze/pralnia,
- Balkon.

DODATKOWE INFORMACJE

Budynek strzeżony z całodobową ochroną.
Miejsce postojowe w garażu podziemnym dodatkowo płatne 300zł.
Nowoczesne osiedle, zielona i spokojna okolica przyjazna mieszkańcom.

Dodatkowe opłaty licznikowe według faktur i rozliczeń Wspólnoty.

Niniejsze ogłoszenie jest wyłącznie informacją i nie stanowi oferty w rozumieniu art. 66 § 1 Kodeksu Cywilnego. _
Autorskie prawa majątkowe do fotografii nieruchomości przysługują wyłącznie firmie : Eurovilla Wilanów Sp .z o.o., Eurovilla Miasteczko Wilanów Sp .z o.o.,  Eurovilla Mokotów Sp .z o.o.,  Eurovilla Śródmieście Sp .z o.o.
Kopiowanie, przetwarzanie, rozpowszechnianie fotografii bez zgody Spółek Eurovilla jest zabronione i będzie traktowane jako naruszenie ustawy z dnia 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych.",False,,,
20.12.2024 00:00,https://www.otodom.pl/pl/oferta/wynajme-bezposrednio-nowe-mieszkanie-ID4pU1t,Bialoleka,targówek,Wynajmę BEZPOŚREDNIO – NOWE mieszkanie.,"Do wynajęcia nowe mieszkanie o pow. 44 m2 na które składa się:
·       Salon z aneksem kuchennym – 21 m2
·       Sypialnia - 15 m2
·       Przedpokój – 4 m2
·       Łazienka – 4 m2
Do mieszkania przynależy balkon o powierzchni 8 m2 oraz miejsce postojowe w podziemnym garażu.
  Mieszkanie w pełni umeblowane, wykończone w wysokim standardzie.
W salonie znajduje się: rozkładana kanapa, stół + 2 krzesła, duża i pojemna komoda rtv i 4 szafki.
Aneks kuchenny wyposażony jest w: lodówkę, piekarnik, płyta indukcyjną oraz zmywarkę.
W przedpokoju jest szafa oraz lustro.
W łazience znajduje się: kabina prysznicowa, umywalka, pralka.
Sypialnia z przestronną szafą oraz łóżkiem o wymiarach 200 x 160 cm.
  W bliskiej okolicy - znajdują się liczne punkty usługowe: przedszkola, szkoły, park,  las, siłownia, Centrum Handlowe Atrium Targówek, Centrum Handlowe M1, Decathlon.
  Osiedle zamknięte, czyste, zadbane z placem zabaw.
Idealne miejsce dla singla, pary lub rodziny.
Właściciele akceptują zwierzęta.
  Wynajem mieszkania w formie najmu okazjonalnego.",False,,,
21.12.2024 00:00,https://www.otodom.pl/pl/oferta/3-pok-wola-park-metro-ulrychow-10-min-parking-4000-ID4tomg,Bemowo,wola,3 pok/Wola park/metro Ulrychów 10 min/parking/4000,"3-pokojowe mieszkanie, Wola, Grodkowska 2. Dostępne od teraz.
Piękne, widne, świeżo wykończone mieszkanie. W pełni umeblowane, cały niezbędny sprzęt AGD. Klimatyzowane.
Informacje ogólne:
- Powierzchnia mieszkania 54 m²
- 3 pokoje
- balkon ok 10 m2
- 1 piętro
- parking podziemny w cenie
Lokalizacja:
Świetna lokalizacja: Wola Park i metro Ulrychów kilka minut spacerem, obok budynku parę małych sklepów spożywczych, pracujących w niedzielę. W pobliżu szkoły , przedszkola, przychodnie, sklepy piekarnie.
Cena:
- 4350 zł + czynsz 1150 (z zaliczkami na wodę, ogrzewanie) + prąd
- Internet, Netflix w cenie
- Miejsce parkingowe w parkingu podziemnym - w cenie
- Kaucja: 5000 zł
Dla kogo:
- dla singli, pary lub rodziny z dziećmi
- właściciel akceptuje małych zwierząt
Warunki:
- Minimalny okres: 12 miesięcy
- zakaz palenia
Oferta agencyjna.
Zachęcam do kontaktu i obejrzenia (PL, UKR, RU, BLR)",False,,,
