link,rent,additional_fees,adv_description,filtered_description,llm_output,real_additional_fees
https://www.otodom.pl/pl/oferta/warszawa-centrum-pl-dabrowskiego-2-oddzielne-pok-ID3aH2O,2500,0,"Mieszkanie dla singla, pary lub 2 znajomych - do podpisania umowy najmu potrzebne zaświadczenie o zatrudnieniu
Oferujemy do wynajęcie dwupokojowe mieszkanie znajdujące się w ścisłym centrum Warszawy, przy Placu Dąbrowskiego.
Mieszkanie składa się z dwóch niezależnych pokoi, widnej kuchni, przedpokoju i łazienki razem z toaletą. W łazience prysznic. W przedpokoju szafa wnękowa. Mieszkanie jest umeblowane i wyposażone w sprzęt AGD. Przy większym pokoju znajduje się balkon.
Mieszkanie jest ciche i słoneczne.
Lokal jest wspaniale zlokalizowany: do Ogrodu Saskiego jest 200 m a do stacji metra 350 m. Spacer na Starówkę na Plac Zamkowy (przez Ogród Saski) zajmuje 10 minut.
Czynsz 2500 zł + czynsz administracyjny 683 zł z zaliczkami na ciepłą, zimną wodę ogrzewanie oraz wywóz śmieci
Prąd dodatkowo - zaliczka - przy jednej osobie 160 zł, 2 osoby 190 zł - rozliczany wg zużycia.
kaucja - 3200 zł
prowizja dla agencji - tak
Do podpisania umowy najmu konieczne jest przedstawienie zaświadczenia o zatrudnieniu.
* POLECAM I ZAPRASZAM DO OBEJRZENIA MIESZKANIA *
(wyłączna oferta naszego biura w ramach zarządzania najmem - gwarancja stabilnej ceny !)
Marek Kosior
tel. Skontaktuj się
Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu kodeksu cywilnego.
*Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Lokal jest wspaniale zlokalizowany: do Ogrodu Saskiego jest 200 m a do stacji metra 350 m. Spacer na Starówkę na Plac Zamkowy (przez Ogród Saski) zajmuje 10 minut.
Czynsz 2500 zł + czynsz administracyjny 683 zł z zaliczkami na ciepłą, zimną wodę ogrzewanie oraz wywóz śmieci
Prąd dodatkowo - zaliczka - przy jednej osobie 160 zł, 2 osoby 190 zł - rozliczany wg zużycia.
kaucja - 3200 zł","czynsz administracyjny: 683 zł  
zaliczka na prąd (1 osoba): 160 zł  
zaliczka na prąd (2 osoby): 190 zł  ",1033
https://www.otodom.pl/pl/oferta/anielewicza-49-5m2-2500-2pok-k-oddz-balkon-winda-ID4mC7u,2500,0,"Do wynajęcia dwu pokojowe mieszkanie z balkonem i oddzielną kuchnią na Muranowie.
Układ jest następujący: duży pokój 24m2 wraz balkonem, orientacja południowo-zachodnia; mały pokój 12m2 oraz kuchnia -
północno-wschodnia. Lokal w pełni umeblowany i wyposażony: stół, krzesła, fotele, meblościanka z rozkładanym dodatkowym spaniem;
W sypialni rozkładana kanapa, duża szafa, stolik; W kuchni- lodówko-zamrażarka, kuchnia gazowa z piekarnikiem, meble w zabudowie
wraz z wyposażeniem typu: talerze, szklanki, kubki, garnki, sztućce, czajnik itp. W łazience wc, kabina prysznicowa, pralka oraz szafka.
Możliwość dostosowania umeblowania do potrzeb najemcy.
Mieszkanie przestronne, czyste i ciche, spokojni sąsiedzi, 3 mieszkania na piętrze.
Budynek po termomodernizacji i remoncie klatek schodowych, wyposażony w windę.
Świetna lokalizacja na pograniczu Śródmieścia; wszechstronna komunikacja; pełna infrastruktura miasta wokół.
Dodatkowe opłaty: Czynsz administracyjny ok.1000zł- razem : 3500zł plus prąd i gaz; Kaucja 1-miesięczna.
Umowa Najmu Okazjonalnego. Lokal dostępny od połowy grudnia.
KONTAKT:ANNA DĄBROWSKA, tel.Skontaktuj się; e-mail:
Rubinkiewicz Nieruchomości to zespół profesjonalnych agentów, którzy specjalizują się w wynajmie oraz sprzedaży apartamentów, jeżeli ogłoszenie nie spełnia Państwa oczekiwań zapraszamy do kontaktu telefonicznego lub na naszą stronę
_
Jako Agencja Pośrednictwa w Obrocie Nieruchomościami pobieramy prowizję. /// As an Real Estate Agency we charge a commission.
_
Niniejsze ogłoszenie jest wyłącznie informacją i nie stanowi oferty w rozumieniu art. 66 Â§ 1 Kodeksu Cywilnego. /This announcement is not a commercial offer in the understanding of Art.66 Â§ 1 of the Civil Code.
_
RUBINKIEWICZ NIERUCHOMNOŚCI, siedzibą w (00-336) Warszawie, przy ul. Kopernika 34 lokal. 402, jako administrator danych osobowych, informują Pana/Panią, iż: - Podanie danych jest dobrowolne ale niezbędne w celu świadczenie usług pośrednictwa w obrocie Pani/Pana nieruchomościami przez RUBINKIEWICZ NIERUCHOMOŚCI Posiada Pani/Pan prawo dostępu do treści swoich danych i ich sprostowania, usunięcia, ograniczenia przetwarzania, prawo do przenoszenia danych, prawo do cofnięcia zgody w dowolnym momencie bez wpływu na zgodność z prawem przetwarzania. - Dane mogą być udostępniane przez RUBINKIEWICZ NIERUCHOMOŚCI., podmiotom upoważnionym do uzyskania informacji na podstawie przepisów ustawy z 21.08.1997 r. o gospodarce nieruchomościami (Dz.U. z 2016 r. poz. 2147 ze zm.). - Podane dane będą przetwarzane na podstawie art. 6 ust. 1 pkt a) i zgodnie z treścią ogólnego rozporządzenia o ochronie danych. - Inspektorem ochrony danych jest RUBINKIEWICZ NIERUCHOMOŚCI w Warszawie, przy ul. Kopernika 34 lok. 402., tel. Skontaktuj się, Dane osobowe będą przechowywane przez okres przechowywania danych wynosi 5 lat licząc od zakończenia umowy (jej wygaśnięcia rozwiązania etc.) oraz w czasie obowiązywania zawartej umowy. - Ma Pan/Pani prawo wniesienia skargi do GIODO gdy uzna Pani/Pan, iż przetwarzanie danych osobowych Pani/Pana dotyczących narusza przepisy ogólnego rozporządzenia o ochronie danych osobowych z dnia 27 kwietnia 2016 r.

rubinkiewicz real estate agency, relocation to warsaw, properties poland
properties warsaw, warsaw apartments, warsaw, houses, mieszkania warszawa, wynajem warszawa, apartamenty warszawa, domy warszawa,
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Dodatkowe opłaty: Czynsz administracyjny ok.1000zł- razem : 3500zł plus prąd i gaz; Kaucja 1-miesięczna.
RUBINKIEWICZ NIERUCHOMNOŚCI, siedzibą w (00-336) Warszawie, przy ul. Kopernika 34 lokal. 402, jako administrator danych osobowych, informują Pana/Panią, iż: - Podanie danych jest dobrowolne ale niezbędne w celu świadczenie usług pośrednictwa w obrocie Pani/Pana nieruchomościami przez RUBINKIEWICZ NIERUCHOMOŚCI Posiada Pani/Pan prawo dostępu do treści swoich danych i ich sprostowania, usunięcia, ograniczenia przetwarzania, prawo do przenoszenia danych, prawo do cofnięcia zgody w dowolnym momencie bez wpływu na zgodność z prawem przetwarzania. - Dane mogą być udostępniane przez RUBINKIEWICZ NIERUCHOMOŚCI., podmiotom upoważnionym do uzyskania informacji na podstawie przepisów ustawy z 21.08.1997 r. o gospodarce nieruchomościami (Dz.U. z 2016 r. poz. 2147 ze zm.). - Podane dane będą przetwarzane na podstawie art. 6 ust. 1 pkt a) i zgodnie z treścią ogólnego rozporządzenia o ochronie danych. - Inspektorem ochrony danych jest RUBINKIEWICZ NIERUCHOMOŚCI w Warszawie, przy ul. Kopernika 34 lok. 402., tel. Skontaktuj się, Dane osobowe będą przechowywane przez okres przechowywania danych wynosi 5 lat licząc od zakończenia umowy (jej wygaśnięcia rozwiązania etc.) oraz w czasie obowiązywania zawartej umowy. - Ma Pan/Pani prawo wniesienia skargi do GIODO gdy uzna Pani/Pan, iż przetwarzanie danych osobowych Pani/Pana dotyczących narusza przepisy ogólnego rozporządzenia o ochronie danych osobowych z dnia 27 kwietnia 2016 r.",Czynsz administracyjny: 1000zł,1000
https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-janowiecka-29a-ID4uqBr,2500,0,"Z przyjemnością prezentujemy Państwu do wynajęcia mieszkanie 2-pokojowe o powierzchni 38 m2.

Podwyższony parter - pierwsze piętro zlokalizowane na zamkniętym osiedlu przy ul. Janowieckiej 29A w dzielnicy Targówek.



Mieszkanie składa się z:

- kuchni połączonej z salonem

- sypialni

- łazienki



Kuchnia wyposażona jest w meble, niezbędne sprzęty AGD (lodówka, piekarnik, płyta indukcyjna, zmywarka). W salonie jest komoda, stolik oraz kanapa. Sypialnia wyposażona jest w łóżko sypialniane, szafki nocne, a także pojemną szafę. W łazience znajduje się wanna, WC, szafka z umywalką oraz słupek łazienkowy i pralka.



Warunki najmu:

- czynsz 2500 PLN

- czynsz administracyjny 850 PLN

- miejsce parkingowe 200 PLN

- zaliczka na prąd 150 PLN

- Umowa najmu okazjonalnego na minimum 12 miesięcy



Mieszkanie dostępne od lutego.





KADOM Asset Management Sp. z o.o. zajmuje się zarządzaniem nieruchomościami przeznaczonymi na wynajem długoterminowy.

Zarządzamy mieszkaniami oraz lokalami usługowymi.

KADOM Zarządza także budynkami komercyjnymi przeznaczonymi na wynajem.

Pod nasza opieką znajduje się ponad 750 nieruchomości na terenie Warszawy.

Zapraszamy do współpracy.

::oferta eksportowana z programu mediaRent::","- czynsz 2500 PLN
- czynsz administracyjny 850 PLN
- miejsce parkingowe 200 PLN
- zaliczka na prąd 150 PLN
Pod nasza opieką znajduje się ponad 750 nieruchomości na terenie Warszawy.","czynsz administracyjny: 850 PLN  
zaliczka na prąd: 150 PLN  ",1000
https://www.otodom.pl/pl/oferta/mieszkanie-46-80-m-warszawa-ID4uyjI,2500,0,"2 pokoje na wynajem
Do wynajęcia mieszkanie o powierzchni 46,80 mkw w Warszawie przy ul. Łukowskiej 3 [Praga Południe].
Mieszkanie wyposażone, piętro 2 z windą.
Mieszkanie posiada balkon typu loggia z widokiem na zieleń.
Dogodny dojazd- ok. 15 minut do Centrum W-wy ( tramwaje 9, 24 lub autobusy, przystanek ok 5 minut pieszo).
W okolicy liczne sklepy i punkty handlowo usługowe:
- Biedronka Lidl , CH Promenada , CH King Cross
W pobliżu szkoły i przedszkola.
Parking ogólnodostępny.
Koszt najmu: 2500 zł DO NEGOCJACJI plus czynsz ok. 1000 zł ( w tym zaliczki na media- ogrzewanie, woda).
Dodatkowo płatny gaz i prąd wg zużycia.
Wymagana jednorazowa kaucja w wysokości 2500 zł
Polecam to mieszkanie i zapraszam na prezentację na żywo
Ze względu na dobrą lokalizację, miły kontakt z właścicielami 2 rozkładowe pokoje i widna osobna kuchnia na pewno zapewni komfort użytkowania nowym Najemcom!
Mieszkanie dostępne do wynajęcia od lutego.
Preferowany wynajem okazjonalny.
Aleksandra Okupnik-Kąkol
Skontaktuj się","Koszt najmu: 2500 zł DO NEGOCJACJI plus czynsz ok. 1000 zł ( w tym zaliczki na media- ogrzewanie, woda).
Wymagana jednorazowa kaucja w wysokości 2500 zł",czynsz administracyjny: 1000 zł,1000
https://www.otodom.pl/pl/oferta/metro-200m-centrum-15-min-osobna-kuchnia-ID4uvro,2500,0,"  Dostępne tylko u mnie | Bez Prowizji | I SPEAK ENG
Ul. Stalowa | Praga Północ
  Do wynajęcia od zaraz w pełni wyposażone i umeblowane dwupokojowe mieszkanie z oddzielną kuchnią na Warszawskiej Pradze Północ, 200 m od metro Szwedzka.
  ATUTY:
- Lokalizacja – 15 min do centrum komunikacją miejską
- Gotowe do wejścia, bez wkładu finansowego – w pełni umeblowane
- Wyposażenie na życzenie [ustalenie z Najemcą jakiego wyposażenie brakuje w mieszkaniu i dostarczenie go w kilka dni roboczych]
- 2 osobne pokoje i oddzielna kuchnia
- Kamienica
  MIESZKANIE/BUDYNEK:
- Powierzchnia 42 m2
- 1 pokój [12m2] – kanapa z funkcją spania, biurko, szafa z lustrem, 2 krzesła obrotowe,
- 2 pokój [22m2] – duży i bardzo wygodny narożnik z funkcją spania, witryna, 2 komody, 2 pufy
- Kuchnia wyposażona w: lodówkę z zamrażarką, piekarnik elektryczny, płytę gazową, okap, pralkę oraz szafki
- Łazienka – prysznic, umywalka, sedes
- Piętro 4 z 4 (nie ma windy)
- Okna nowe, plastikowe, ekspozycja południowy wschód
- Podłogi – panele, deska, gres
  NAJBLIŻSZA OKOLICA:
- Metro – 200 m
- Przystanki tramwajowe – 200 m
- Liczne sklepy spożywcze – 650m
- Park – 1,2 km
- Galeria Handlowe Wileńska – 1 km
  OPŁATY MIESIĘCZNE:
- czynsz najmu - 2500 zł
- czynsz administracyjny - 450 zł (w tym zaliczki za wodę)
- opłata za media - wg zużycia / poniżej szacowane zużycie przy 2 osobach
- Prąd: około 200zł
- Gaz: lato = 30 m3/mies = 80 zł/mies | zima = 170 m3/mies = 450 zł/mies
>>> średnio 100 m3/mies = 266 zł/mies ]
*** Łączne opłaty za 2 osoby nie powinny przekraczać: w lato: 3200 zł ; w zimę: 3500 PLN/msc
    W razie pytań jestem do dyspozycji 7 dni w tygodniu w godzinach 6:00 - 22:00.
 
„Właścicielem ogłoszenia oraz jego elementów jest BIL Sp. z o.o.. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody BIL Sp. z o.o. jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.
Powyższa oferta ma charakter informacyjny i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.”","  Do wynajęcia od zaraz w pełni wyposażone i umeblowane dwupokojowe mieszkanie z oddzielną kuchnią na Warszawskiej Pradze Północ, 200 m od metro Szwedzka.
- Metro – 200 m
- Przystanki tramwajowe – 200 m
- Liczne sklepy spożywcze – 650m
- czynsz najmu - 2500 zł
- czynsz administracyjny - 450 zł (w tym zaliczki za wodę)
- Prąd: około 200zł
- Gaz: lato = 30 m3/mies = 80 zł/mies | zima = 170 m3/mies = 450 zł/mies
>>> średnio 100 m3/mies = 266 zł/mies ]
*** Łączne opłaty za 2 osoby nie powinny przekraczać: w lato: 3200 zł ; w zimę: 3500 PLN/msc
„Właścicielem ogłoszenia oraz jego elementów jest BIL Sp. z o.o.. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody BIL Sp. z o.o. jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.","czynsz administracyjny: 450 zł  
Prąd: 200 zł  
Gaz: 266 zł  ",916
https://www.otodom.pl/pl/oferta/2-pokojowe-przy-okopowej-ID4tYT1,2500,0,"OFERTA TYLKO DLA OSÓB PRACUJĄCYCH.
Do wynajęcia przestronne mieszkanie przy ul. Okopowej.
Mieszkanie składa się z dwóch pokoi, widnej kuchni, łazienki. Lokal jest wyposażony, gotowy do zamieszkania.
Zaletą nieruchomości jest jej położenie w okolicy znajdują się niezbędne w codziennym życiu punkty handlowo - usługowe, bary, budynki użyteczności publicznej. Dojazd do Ronda Daszyńskiego tramwajem zajmuje około 10 minut, w okolicy jest dużo zieleni, skwerów.
Dojazd do centrum komunikacją miejską zajmuje około 15 minut, w zasięgu paru minut spacerem przystanki autobusowe, tramwajowe.

Cena: 2 500 PLN + czynsz 750 PLN + media 120 PLN /osoby
Kaucja 3 500 PLN
W sprawie szczegółów proszę o kontakt telefoniczny w godzinach 9-18 od poniedziałku do piątku; tel: Skontaktuj się

Mieszkanie jest idealne dla osób pracujących, bez zwierząt.
Oferta wyłączna FIESTA ZN w ramach zarządzania najmem - zarzadzanienajmem.eu
POLECAM I ZAPRASZAM DO OGLĄDANIA
*Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Cena: 2 500 PLN + czynsz 750 PLN + media 120 PLN /osoby
Kaucja 3 500 PLN","czynsz administracyjny: 750 PLN  
zaliczki na media: 120 PLN /osoby",870
https://www.otodom.pl/pl/oferta/stara-ochota-2-pokoje-przy-pl-narutowicza-ID4ucKF,2500,0,"OFERTA TYLKO DLA OSÓB PRACUJĄCYCH.
UMOWA W FORMIE NAJMU OKAZJONALNEGO.
Mieszkanie szuka pierwszego najemcy, położone jest przy ul. Barskiej w kamienicy na Starej Ochocie.
Położone na 3. piętrze, klimatycznie mieszkanie składające się z dwóch osobnych pokoi, widnej kuchni, łazienki oraz przestronnego przedpokoju jest w pełni wyposażone, gotowe do zamieszkania.
Nieruchomość jest dobrze skomunikowana z biznesową częścią miasta. W najbliższym otoczeniu liczne punkty handlowo - usługowe niezbędne w życiu codziennym. Bliskość pl. Narutowicza sprawia, że dojazd komunikacją miejską do centrum stolicy zajmuje około 10 minut. W odległości parominutowego spaceru od nieruchomości znajdziemy wszystko co jest potrzebne w komfortowym życiu codziennym.

Cena: 2 500 PLN + czynsz 700 PLN + media 120 PLN /osoby
Kaucja 3 500 PLN
W sprawie szczegółów proszę o kontakt telefoniczny w godzinach 10-18 od poniedziałku do piątku; tel: Skontaktuj się

Mieszkanie jest idealne dla osób pracujących, bez zwierząt.
Oferta wyłączna FIESTA ZN w ramach zarządzania najmem - zarzadzanienajmem.eu
POLECAM I ZAPRASZAM DO OGLĄDANIA

*Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Cena: 2 500 PLN + czynsz 700 PLN + media 120 PLN /osoby
Kaucja 3 500 PLN","czynsz: 700 PLN  
media: 120 PLN /osoby",820
https://www.otodom.pl/pl/oferta/mieszkanie-do-wynajecia-przy-galerii-mokotow-ID4uLvf,2500,0,"Zapraszam do wynajęcia dwupokojowego mieszkania przy ul. Rzymowskiego w okolicy Galerii Mokotów.
W pełni wyposażone, gotowe do wprowadzenia się. 

Mieszkanie jest zadbane, spokojni sąsiedzi, tylko 3 mieszkania na klatce.
Okna na wschód, na ulicę Rzymowskiego. 
Mieszkanie dla osób dorosłych porozumiewających się w języku polskim. 
Właściciel nie wyraża zgody na zamieszkanie ze zwierzętami.

Mieszkanie dostępne od zaraz po podpisaniu umowy i przedstawieniu wymaganych dokumentów.
Opłaty: czynsz najmu + czynsz administracyjny 609,39 + prąd (zaliczki 200 zł) 
Kaucja 4000 zł

Jeśli szukasz mieszkania do wynajęcia, zwróć uwagę, że oprócz lokali z naszej oferty możemy pomóc w wyszukaniu na rynku właściwego lokum. Współpracujemy z wieloma biurami nieruchomości i agencjami, dzięki czemu nasi doradcy mogą zaoferować naprawdę wiele propozycji ofert na wynajem, także mamy dostęp do ofert mieszkań, domów, lokali, obiektów jeszcze nie wystawionych na rynku. Za naszym pośrednictwem można także skorzystać z szeregu dodatkowych usług. Gwarantujemy atrakcyjne warunki finansowe usługi oraz przeprowadzenie przez cały proces: 

Pomagamy w przejściu przez procedurę najmu okazjonalnego (jeśli jest wymagany) oraz przy pozyskaniu adresu, do wskazania lokalu

Pomagamy w przejściu przez procedurę najmu instytucjonalnego (jeśli jest wymagany)

Pomagamy uzyskać ""Certyfikat najemcy"", który poprawia wiarygodność najemców w oczach wynajmujących oraz pozwala na zakup dedykowanych ubezpieczeń dla najemcy i wynajmującego na korzystnych warunkach


Chcesz wiedzieć więcej - skontaktuj się z doradcą wskazanym przy ofercie i zapytaj o szczegóły!

A może chcesz wystawić do wynajmu podobną nieruchomość i szukasz warunków do porównania? Skontaktuj się z naszym doradcą wskazanym przy ofercie, który pomoże w przygotowaniu najlepszej strategii wynajęcia Twojej nieruchomości.","Opłaty: czynsz najmu + czynsz administracyjny 609,39 + prąd (zaliczki 200 zł) 
Kaucja 4000 zł","czynsz administracyjny: 609,39  
prąd: 200",809
https://www.otodom.pl/pl/oferta/warszawa-ul-jagiellonska-2-pok-msc-parkingowe-ID4uGlW,2500,0,"Do wynajęcia NOWE dwupokojowe mieszkania na Osiedlu Jagiellońska.
Świetna lokalizacja:
obok Ronda Starzyńskiego z licznymi liniami autobusowymi, tramwajowymi i kolejowymi,
6 min do Metro Dworzec Wileński,
8 min do metra Dworzec Gdańska,
Dojazd 10 min samochodem przez Most Gdański do centrum Warszawy.
Mieszkanie znajduje się na strzeżonym, osiedlu właśnie oddanym do użytkowania.
Mieszkanie składa się z salonu z aneksem kuchennym, sypialni z pojemną szafa i wygodnym łóżkiem, przedpokoju z szafą i łazienki z prysznicem i pralką. Z salonu jest wyjście na przestronny balkon.
Do mieszkania przynależy miejsce postojowe naziemne.
Czynsz najmu 2500 zł
Czynsz administracyjny 620 zł
Zaliczka za media 150 zł /osoby
W sprawie szczegółów proszę o kontakt telefoniczny tel: Skontaktuj się.
Mieszkanie jest idealne dla osób pracujących, bez zwierząt.
Oferta wyłączna FIESTA ZN w ramach zarządzania najmem - zarzadzanienajmem.eu
POLECAM I ZAPRASZAM DO OGLĄDANIA

*Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Czynsz najmu 2500 zł
Czynsz administracyjny 620 zł
Zaliczka za media 150 zł /osoby","czynsz administracyjny: 620 zł  
zaliczka za media: 150 zł /osoby",770
https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-do-wynajecia-we-wlochach-ID4u6x4,2500,0,"Słoneczna kawalerka do wynajęcia na warszawskich Włochach

Mam przyjemność zaprezentować Państwu przytulną kawalerkę o powierzchni 26 m2, która znajduje się na pierwszym piętrze przy ulicach Komitetu Obrony Robotników oraz Żwirki i Wigury. 

Na mieszkanie składa się:
Jasny i przestronny Salon
W pełni wyposażona oddzielona Kuchnia
Hall z dużą szafą
Łazienka z prysznicem oraz pralką

Dla mieszkańców osiedla dostępny jest zamknięty parking samochodowy.
Możliwy jest również dostęp do komórki lokatorskiej, umożliwiającej przechowywanie dodatkowych przedmiotów.

Mieszkanie jest świetnie zlokalizowane komunikacyjnie. 
Szybki dojazd do centrum Warszawy nie stanowi żadnego problemu. 
Zarówno samochodem jak i komunikacją miejską. 

Lokalizacja mieszkania zapewnia łatwy dostęp do sklepów i usług - Biedronka znajduje się zaledwie 300 metrów stąd, w pobliżu znajdziemy również Galerię Westfield Mokotów.

Warunki Wynajmu:
Do podanego miesięcznego kosztu wynajmu należy doliczyć czynsz 600 zł i dodatkowe opłaty za media (około 100 zł miesięcznie).
Wymagana kaucja to 3000 zł.
Minimalny okres wynajmu to 1 rok.
Nieruchomość prezentowana w ramach wyłącznej umowy sprzedaży.
Najemca nie pokrywa kosztów pośrednictwa.

Ta kawalerka to idealne rozwiązanie dla osób szukających komfortowego i dobrze zlokalizowanego mieszkania w Warszawie. 
Zapraszam do kontaktu i umówienia się na prezentację.","Lokalizacja mieszkania zapewnia łatwy dostęp do sklepów i usług - Biedronka znajduje się zaledwie 300 metrów stąd, w pobliżu znajdziemy również Galerię Westfield Mokotów.
Do podanego miesięcznego kosztu wynajmu należy doliczyć czynsz 600 zł i dodatkowe opłaty za media (około 100 zł miesięcznie).
Wymagana kaucja to 3000 zł.","czynsz: 600 zł  
opłaty za media: 100 zł",700
https://www.otodom.pl/pl/oferta/mieszkanie-39-05-m-warszawa-ID4ucuG,2500,0,"UMOWA W TRYBIE NAJMU OKAZJONALNEGO !!!
Czas najmu minimum 12 miesięcy.
Warszawa Włochy - Osiedle ""Nowy Raków"", ul. Rakowska - do wynajęcia dwupokojowe mieszkanie w budynku z 2016r.
Lokal bardzo funkcjonalny, wykończony w bardzo dobrym standardzie. W pełni umeblowany i wyposażony - jak na zdjęciach.
W skład lokalu wchodzi (zdjęcia w galerii):
- pokój dzienny z otwartą kuchnią (w pełni umeblowaną), 19 m2 (balkon od str. zachodniej);
- sypialnia 11 m2 (szafa, łoże);
- łazienka z WC 4m2 (kabina prysznicowa, pralka);
Koszty:
CZYNSZ najmu - 2 500 zł./mies.
CZYNSZ do współnoty - 700 zł./mies.
KAUCJA 3 000 zł.
Dodatkowo opłaty licznikowe: prąd wg zużycia, ciepła i zimna woda oraz ogrzewanie ponad zaliczki w czynszu.
Miejsce postojowe w garażu podziemnym oraz komórka loaktorska dostępne w cenie najmu mieszkania.
Wszystkie media miejskie.
Dla najemców niepalących.
Mieszkanie dostępne od zaraz.
W okolicy: sklep spożywczy - Żabka, piekarnia Lubaszka, restauracja, Centrum Handlowe Łopuszańska 22, sala zabaw Space Kids, targowisko Bakalarska itp.
Komunikacja publiczna:
- Autobusy: 189, 187, 517, 817, N01.
- Stacja WKD Raków.
Umowa w trybie najmu okazjonalnego.
Wolne od zaraz.
Polecam...
Więcej informacji pod nr tel. Skontaktuj się 855 385;
Numer licencji pośrednika odpowiedzialnego zawodowo 2959.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","Warszawa Włochy - Osiedle ""Nowy Raków"", ul. Rakowska - do wynajęcia dwupokojowe mieszkanie w budynku z 2016r.
CZYNSZ najmu - 2 500 zł./mies.
CZYNSZ do współnoty - 700 zł./mies.
KAUCJA 3 000 zł.
- Autobusy: 189, 187, 517, 817, N01.
Więcej informacji pod nr tel. Skontaktuj się 855 385;
Numer licencji pośrednika odpowiedzialnego zawodowo 2959.",czynsz do wspólnoty: 700 zł.,700
https://www.otodom.pl/pl/oferta/przytulne-3pok-48m2-tuz-przy-metrze-ID4uqNz,2500,0,"Do wynajęcia mieszkanie 3- pokojowe, 48m2, w pobliżu stacji metra.
Mieszkanie położone na 2 piętrze w 4-piętrowym budynku.
Mieszkanie:
3pokoje, kuchnia, łazienka
Pokoje: wyposażone w łóżka/kanapy, komoda, regał, biurko, fotel, szafa i inne.
Kuchnia: szafki w zabudowie, lodówka z zamrażarką, kuchenka gazowa.
Łazienka: wanna, umywalka, toaleta, pralka.
Możliwość parkowania samochodu w pobliżu bloku.
Do metra ok 5 min. W pobliżu liczne przystanki autobusowe.
Cena: 2500zł + 650zł czynsz administracyjny
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",Cena: 2500zł + 650zł czynsz administracyjny,czynsz administracyjny: 650zł,650
https://www.otodom.pl/pl/oferta/stary-zoliborz-dwa-niezalezne-pokoje-43-m2-ID4uZoM,2500,0,"Lokalizacja/budynek:
Mieszkanie położone na Starym Żoliborzu, wokół dużo drzew, zieleni. Stary Żoliborz to enklawa zieleni i niepowtarzalny klimat. Ciche, zadrzewione uliczki, przedwojenna willowa zabudowa. W bezpośrednim sąsiedztwie Plac Wilsona oraz Plac Inwalidów. Doskonała komunikacja miejska, 6 min do metra oraz przystanku tramwajowego.
Mieszkanie:
Nieruchomość składa się z dwóch całkowicie oddzielnych pokoi (podobnej wielkości). W jednym z pokoi jest bardzo duża szafa wnękowa w zabudowie. Oddzielna kuchnia, łazienka z wanną oraz oddzielne WC. Mieszkanie ma wyposażoną kuchnię i łazienkę (płyta elektryczna, lodówka, pralka, okap).
Czynsz administracyjny: 560zł.
Najem okazjonalny
Serdecznie zapraszam na prezentację nieruchomości.
Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()",Czynsz administracyjny: 560zł.,czynsz administracyjny: 560,560
